date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held
2012-11-15,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-dc-decision-111512.pdf/,document-feed,Overseas Shipholding DC Decision 111512 – Latest Revision,,,False
2012-11-16,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-dc-decision-111612.pdf/,document-feed,Overseas Shipholding DC Decision 111612 – Latest Revision,,,False
2012-11-19,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-initial-list-111912.pdf/,document-feed,Overseas Shipholding – Initial List 111912 – Latest Revision,,,False
2012-11-19,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-dc-decision-111912.pdf/,document-feed,Overseas Shipholding DC Decision 111912 – Latest Revision,,,False
2012-11-20,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-dc-decision-112012.pdf/,document-feed,Overseas Shipholding – DC Decision 112012 – Latest Revision,,,False
2012-11-20,Japan,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/amended_japan_determinations_committee_decision_02112012.pdf/,document-feed,Amended_Japan_Determinations_Committee_Decision_02112012 – Latest Revision,,,False
2012-11-21,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-group-inc-supplemental-list.pdf/,document-feed,"Overseas Shipholding Group, Inc. – supplemental list – Latest Revision",,,False
2012-11-21,,Gtl Summary Document,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/gtl-summary-document.pdf/,document-feed,GTL Summary Document – Latest Revision,,,False
2012-11-26,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-final-list.pdf/,document-feed,Overseas Shipholding Final List – Latest Revision,,,False
2012-11-27,,Kraft Foods Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/kraft-foods-inc-dc-decision-20121127.pdf/,document-feed,Kraft Foods Inc. DC Decision 20121127 – Latest Revision,,,False
2012-11-27,Asia ex-Japan,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/aej_determinations_committee_decision_27112012.pdf/,document-feed,AEJ_Determinations_Committee_Decision_27112012 – Latest Revision,,,False
2012-11-28,Asia ex-Japan,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/aej_determinations_committee_decision_28112012.pdf/,document-feed,AEJ_Determinations_Committee_Decision_28112012 – Latest Revision,,,False
2012-11-29,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/blackline-overseas-shipholding-against-the-2012-residential-capital-llc-auction-settlement-terms.pdf/,document-feed,"blackline Overseas Shipholding against the 2012 Residential Capital, LLC Auction Settlement Terms – Latest Revision",,,False
2012-11-29,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/11/overseas-shipholding-group-inc-final-auction-settlement-terms.pdf/,document-feed,"Overseas Shipholding Group, Inc. Final Auction Settlement Terms – Latest Revision",,,False
2012-12-03,,"OVERSEAS SHIPHOLDING GROUP, INC.",,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/overseas-shipholding-group-inc-participating-bidders.pdf/,document-feed,"Overseas Shipholding Group, Inc. Participating Bidders – Latest Revision",,,False
2012-12-05,Americas,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/americas-dc-decision-120512.pdf/,document-feed,Americas DC Decision 120512 – Latest Revision,,,False
2012-12-05,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/emea_determinations_committee_decision_05122012.pdf/,document-feed,EMEA_Determinations_Committee_Decision_05122012 – Latest Revision,,,False
2012-12-06,,Kraft Foods Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/kraft-foods-inc-dc-decision-20121206.pdf/,document-feed,Kraft Foods Inc. DC Decision 20121206 – Latest Revision,,,False
2012-12-13,,Banco Cam S A U,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/banco-cam-s-a-u-2.pdf/,document-feed,Banco CAM S.A.U – Latest Revision,,,False
2012-12-17,Americas,Edison Mission Energy,9049,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/edison-mission-energy/,dc-isda,Edison Mission Energy,auction,2013-01-16,True
2012-12-18,Americas,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/americas-dc-decision-1218-edison-mission-energy.pdf/,document-feed,Americas DC Decision 1218 – Edison Mission Energy – Latest Revision,,,False
2012-12-20,,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/edison-mission-energy-initial-list.pdf/,document-feed,Edison Mission Energy – Initial List – Latest Revision,,,False
2012-12-20,Americas,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2012/12/americas-dc-decision-122012-edison-mission-energy.pdf/,document-feed,Americas DC Decision 12/20/12 – Edison Mission Energy – Latest Revision,,,False
2013-01-07,,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/edison-mission-energy-supplemental-list.pdf/,document-feed,Edison Mission Energy – Supplemental List – Latest Revision,,,False
2013-01-07,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/blackline-against-the-2012-overseas-shipholding-group-inc-auction-settlement-terms.pdf/,document-feed,"Blackline against the 2012 Overseas Shipholding Group, Inc. Auction Settlement Terms – Latest Revision",,,False
2013-01-07,,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/final-auction-settlement-terms-for-edison-mission-energy.pdf/,document-feed,Final Auction Settlement Terms for Edison Mission Energy – Latest Revision,,,False
2013-01-08,,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/edison-mission-energy-participating-bidders.pdf/,document-feed,Edison Mission Energy – Participating Bidders – Latest Revision,,,False
2013-01-08,Americas,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/americas-dc-decision-20130108-edison-mission-energy.pdf/,document-feed,Americas DC Decision 20130108 – Edison Mission Energy – Latest Revision,,,False
2013-01-10,,Edison Mission Energy,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/edison-mission-energy-final-list.pdf/,document-feed,Edison Mission Energy – Final List – Latest Revision,,,False
2013-01-10,,Kraft Foods Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/kraft-foods-inc-dc-decision-20130110.pdf/,document-feed,Kraft Foods Inc. DC Decision 20130110 – Latest Revision,,,False
2013-01-14,,Kraft Foods Inc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/kraft-foods-inc-dc-decision-20130115.pdf/,document-feed,Kraft Foods Inc. DC Decision 20130115 – Latest Revision,,,False
2013-01-15,,Kraft,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/kraft-dc-decision-1152013.pdf/,document-feed,Kraft – DC Decision 1/15/2013 – Latest Revision,,,False
2013-01-15,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/emea_determinations_committee_decision_14012013.pdf/,document-feed,EMEA_Determinations_Committee_Decision_14012013 – Latest Revision,,,False
2013-01-23,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/blackline-mediannuaire-usa-against-yell-usa.pdf/,document-feed,Blackline Mediannuaire USA against Yell USA – Latest Revision,,,False
2013-01-23,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/usa-mediannuaire-faqs.pdf/,document-feed,USA Mediannuaire FAQs – Latest Revision,,,False
2013-01-23,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/mediannuaire-usa-signature-page.doc/,document-feed,Mediannuaire USA Signature page – Latest Revision,,,False
2013-01-23,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/mediannuaire-uniform-settlement-agreement.pdf/,document-feed,Mediannuaire Uniform Settlement Agreement – Latest Revision,,,False
2013-01-28,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/mediannuaire-customer-physical-settlement-request-letter.doc/,document-feed,Mediannuaire Customer Physical Settlement Request Letter – Latest Revision,,,False
2013-01-28,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/mediannuaire-elcds-auction-settlement-terms-blackline-against-yell-elcds-auction-settlement-terms.doc/,document-feed,Mediannuaire ELCDS Auction Settlement Terms blackline against Yell ELCDS Auction Settlement Terms – Latest Revision,,,False
2013-01-28,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/mediannuaire-elcds-auction-settlement-terms.doc/,document-feed,Mediannuaire ELCDS Auction Settlement Terms – Latest Revision,,,False
2013-01-30,,Mediannuaire,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/01/participating-bidders.pdf/,document-feed,Mediannuaire Participating Bidders – Latest Revision,,,False
2013-02-01,EMEA,SNS Bank N.V.,9051,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/sns-bank-nv/,dc-isda,SNS Bank N.V.,auction,2013-04-04,True
2013-02-04,EMEA,,2012110801,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-2012110801.doc/,document-feed,EMEA Determinations Committee Decision 2012110801 – Latest Revision,,,False
2013-02-04,EMEA,,2012090301,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-2012090301-2.doc/,document-feed,EMEA Determinations Committee Decision  2012090301 – Latest Revision,,,False
2013-02-06,EMEA,Doc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea_determinations_committee_decision_06022013-doc.pdf/,document-feed,EMEA_Determinations_Committee_Decision_06022013.doc – Latest Revision,,,False
2013-02-12,EMEA,Pdf,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-12022013-pdf.pdf/,document-feed,EMEA Determinations Committee Decision 12022013.pdf – Latest Revision,,,False
2013-02-12,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-12022013.doc/,document-feed,EMEA Determinations Committee Decision 12022013 – Latest Revision,,,False
2013-02-13,EMEA,Sns,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea_determinations_committee_decision_13022013-sns-2.pdf/,document-feed,EMEA_Determinations_Committee_Decision_13022013 SNS 2 – Latest Revision,,,False
2013-02-13,EMEA,Ibrc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea_determinations_committee_decision_13022013_ibrc.pdf/,document-feed,EMEA_Determinations_Committee_Decision_13022013_IBRC – Latest Revision,,,False
2013-02-13,EMEA,Ibrc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-13022013-ibrc.pdf/,document-feed,EMEA Determinations Committee Decision 13022013 IBRC – Latest Revision,,,False
2013-02-13,EMEA,Sns,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-13022013.pdf/,document-feed,EMEA Determinations Committee Decision 13022013 SNS – Latest Revision,,,False
2013-02-14,EMEA,Ibrc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-14022013-ibrc-2.pdf/,document-feed,EMEA Determinations Committee Decision 14022013 IBRC – Latest Revision,,,False
2013-02-14,EMEA,Sns,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-14022013-sns.pdf/,document-feed,EMEA Determinations Committee Decision 14022013 SNS – Latest Revision,,,False
2013-02-14,EMEA,Ibrc,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-14022013-ibrc.pdf/,document-feed,EMEA Determinations Committee Decision 14022013 IBRC – Latest Revision,,,False
2013-02-15,,Non Dealer Participation Letter Joining Execution Version,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/non-dealer-committee-participation-letter-joining-2013-execution-version.doc/,document-feed,Non-Dealer Committee Participation Letter (Joining) (2013) – Execution version – Latest Revision,,,False
2013-02-15,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/non-dealer-committee-participation-letter-continuing-2013.doc/,document-feed,Non-Dealer Committee Participation  Letter  (Continuing) (2013) – Latest Revision,,,False
2013-02-15,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/dealer-dc-participation-form-2013.doc/,document-feed,Dealer DC Participation Form 2013 – Latest Revision,,,False
2013-02-19,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-19022013.pdf/,document-feed,EMEA Determinations Committee Decision 19022013 – Latest Revision,,,False
2013-02-20,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/bw_dc_022013.pdf/,document-feed,BW_DC_022013 – Latest Revision,,,False
2013-02-26,,Energy Future Holdings Corp.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/energy-future-holdings-corp-additional-information.pdf/,document-feed,Energy Future Holdings Corp. – Additional Information – Latest Revision,,,False
2013-02-27,,Energy Future Holdings Corp.,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/energy-future-holdings-corp-dc-decision-22713.pdf/,document-feed,Energy Future Holdings Corp. – DC Decision 22713 – Latest Revision,,,False
2013-02-27,EMEA,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/02/emea-determinations-committee-decision-27022013.pdf/,document-feed,EMEA Determinations Committee Decision 27022013 – Latest Revision,,,False
2013-03-04,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/03/initial-list-2.xls/,document-feed,Initial List 2 – Latest Revision,,,False
2013-03-04,,,,,,decision,https://www.cdsdeterminationscommittees.org/documents/2013/03/initial-list.xls/,document-feed,Initial List – Latest Revision,,,False
